ID;num_critic_for_reviews;color;duration;gross;genres;genres;genres;genres;genres;genres;genres;genres;budget;title_year;imdb_score;aspect_ratio;movie_facebook_likes
4333;9;Color;87;;Comedy;;;;;;;;2000000;2013;6.6;2.35;0
4334;94; Black and White;106;2436;Comedy;Fantasy;Musical;Sci-Fi;;;;;2000000;2012;5.7;2.35;655
4335;41;Color;107;4556;Comedy;Drama;;;;;;;;2013;5.6;;825
4336;38;Color;80;;Horror;Mystery;;;;;;;;1967;6.0;1.66;200
4337;12;Color;91;;Comedy;Drama;;;;;;;2000000;2013;5.7;;0
4338;25;Color;99;;Comedy;Musical;;;;;;;2000000;1966;7.0;1.85;805
4339;27;Color;102;;Documentary;;;;;;;;2000000;2007;5.3;;69
4340;2;Color;108;;Action;Adventure;History;Western;;;;;2000000;2011;4.4;;651
4341;23;Color;88;;Comedy;Horror;;;;;;;1250000;2015;3.4;;0
4342;32;Color;89;;Drama;Horror;Mystery;Thriller;;;;;2000000;2015;4.5;;0
4343;18;Color;92;;Thriller;;;;;;;;2000000;2015;3.4;;728
4344;45; Black and White;99;4600000;Crime;Drama;;;;;;;1900000;1986;7.1;1.85;0
4345;60;Color;103;1420578;Drama;Fantasy;;;;;;;1900000;2003;6.4;2.35;298
4346;23;Color;90;;Action;Thriller;;;;;;;1950000;2015;5.2;1.78;620
4347;363;Color;95;1028658;Drama;Mystery;Thriller;;;;;;3000000;2010;7.0;2.35;24000
4348;249;Color;97;466702;Comedy;Drama;Romance;;;;;;;2010;7.3;1.85;17000
4349;68;Color;108;;Documentary;Drama;History;News;;;;;1500000;2013;8.1;1.85;0
4350;14;Color;95;18435;Drama;;;;;;;;1400000;2006;5.8;1.85;104
4351;359;Color;100;35266619;Drama;Fantasy;Horror;;;;;;30000000;2013;5.9;2.35;39000
4352;15;Color;160;95236;Drama;Musical;;;;;;;;2013;6.4;;1000
4353;256;Color;101;26505000;Horror;;;;;;;;1800000;1984;7.5;1.85;10000
4354;194;Color;90;2957978;Biography;Crime;Documentary;History;Thriller;;;;1000000;2008;7.8;1.85;0
4355;;Color;86;;Drama;;;;;;;;;2015;6.3;;213
4356;10;Color;89;444044;Drama;;;;;;;;1900000;2015;7.2;1.85;1000
4357;311;Color;87;40990055;Drama;Horror;Thriller;;;;;;1800000;2010;5.6;1.85;0
4358;205;Color;98;1445366;Biography;Drama;Music;;;;;;;2009;7.2;2.35;10000
4359;94; Black and White;125;;Drama;;;;;;;;1800000;1951;8.0;1.37;5000
4360;192; Black and White;95;;Comedy;;;;;;;;1800000;1964;8.5;1.66;18000
4361;85;Color;118;5709616;Drama;Romance;;;;;;;1800000;2002;6.8;1.85;544
4362;663;Color;93;12784397;Drama;Fantasy;;;;;;;1800000;2012;7.3;1.85;31000
4363;62;Color;96;;Action;Sci-Fi;;;;;;;1800000;1973;5.5;2.35;511
4364;39;Color;109;3050934;Drama;Music;;;;;;;1800000;2000;7.3;1.85;0
4365;68;Color;109;841206;Drama;;;;;;;;;2011;6.3;1.85;952
4366;3;Color;155;;Comedy;Romance;;;;;;;150000000;2015;5.1;;82
4367;130;Color;90;638476;Comedy;Documentary;;;;;;;1500000;2011;6.6;;0
4368;13; Black and White;93;;Comedy;Horror;;;;;;;1800000;1993;6.1;1.78;266
4369;44;Color;108;505295;Adventure;Drama;;;;;;;1800000;2003;7.5;1.85;353
4370;26;Color;114;;Western;;;;;;;;1800000;1968;7.0;1.85;0
4371;27; Black and White;87;;Crime;Drama;Film-Noir;;;;;;;1952;7.2;1.37;169
4372;53;Color;113;;Horror;Thriller;;;;;;;1800000;2007;5.3;2.35;368
4373;;Color;87;;Comedy;Horror;Thriller;;;;;;;2016;8.7;;8
4374;10;Color;90;;Action;Sci-Fi;;;;;;;1800000;2013;3.4;;566
4375;4;Color;111;;Comedy;Drama;;;;;;;1800000;2012;5.4;1.85;569
4376;181; Black and White;81;7267324;Crime;Drama;;;;;;;3500000;1998;7.8;1.85;0
4377;114;Color;93;145540;Drama;Horror;;;;;;;500000;2002;6.7;1.85;0
4378;11;Color;90;;Adventure;Family;;;;;;;2000000;2013;4.7;;326
4379;1;Color;112;;Horror;;;;;;;;1750000;2013;6.3;1.85;73
4380;75;Color;106;12589108;Adventure;Drama;;;;;;;;2007;7.4;1.85;0
4381;80;Color;88;;Action;Sci-Fi;;;;;;;1700000;1972;6.1;2.35;794
4382;179;Color;138;35918429;Crime;Drama;;;;;;;1700000;2001;7.5;2.35;951
4383;225;Color;105;92401;Horror;Thriller;;;;;;;2000000;2010;6.3;2.35;17000
4384;77;Color;98;1943649;Comedy;Crime;Romance;;;;;;1700000;1999;6.3;1.85;374
4385;124;Color;86;992238;Drama;Romance;;;;;;;1700000;2004;6.8;1.85;869
4386;195;Color;104;4231500;Drama;Romance;;;;;;;1000000;2013;7.8;2.35;16000
4387;76;Color;100;396035;Drama;Romance;;;;;;;1000000;2004;6.9;1.85;305
4388;51; Black and White;126;;Comedy;Drama;Romance;;;;;;1644736;1938;8.0;1.37;0
4389;101; Black and White;118;;Drama;Romance;War;;;;;;1650000;1953;7.8;1.37;0
4390;55;Color;103;;Western;;;;;;;;1600000;1949;7.4;1.37;721
4391;15;Color;102;2507106;Drama;Music;;;;;;;;2013;6.1;;0
4392;16;Color;84;6026908;Comedy;Drama;;;;;;;2000000;1999;4.3;;43
4393;5;Color;;2592808;Crime;Drama;Thriller;;;;;;;2010;3.5;2.35;588
4394;109;Color;95;1060591;Comedy;Drama;Romance;;;;;;1300000;2007;7.2;1.85;0
4395;40;Color;92;;Horror;Thriller;;;;;;;;2014;4.7;2.35;844
4396;51;Color;90;155972;Comedy;Drama;Romance;;;;;;1500000;2006;7.3;;0
4397;149;Color;113;;Drama;Mystery;Thriller;;;;;;1600000;1974;7.9;1.37;6000
4398;4;Color;;129319;Romance;;;;;;;;70000000;2005;5.1;;9
4399;35;Color;123;26893;Crime;Drama;Romance;;;;;;1600000;1969;7.2;2.35;278
4400;22;Color;111;2580;Drama;Mystery;;;;;;;1650000;2003;5.4;2.35;63
4401;68;Color;99;;Horror;;;;;;;;;2016;3.7;;2000
4402;287;Color;110;58885635;Action;Horror;Thriller;;;;;;26000000;2004;7.4;2.35;7000
4403;173;Color;108;19067631;Comedy;Drama;Romance;;;;;;2000000;2007;7.1;1.85;0
4404;61;Color;92;11806119;Action;Biography;Drama;Sport;;;;;1100000;1988;6.8;1.85;0
4405;96; Black and White;120;;Comedy;Drama;;;;;;;1500000;1939;8.2;1.37;0
4406;71;Color;91;7417210;Drama;;;;;;;;1500000;1995;7.0;1.85;0
4407;110;Color;88;7362100;Comedy;Drama;;;;;;;1500000;2005;7.4;1.85;0
4408;110;Color;97;7022940;Comedy;Drama;Romance;;;;;;1000000;2001;6.7;1.85;682
4409;101;Color;95;190666;Comedy;Drama;;;;;;;;2009;5.7;2.35;784
4410;2;;90;;Action;;;;;;;;17000000;2016;9.1;;0
4411;97;Color;95;;Film-Noir;Mystery;Romance;Thriller;;;;;1696377;1945;7.6;1.37;0
4412;53;Color;103;5132222;Drama;Mystery;Romance;;;;;;2000000;1994;7.2;1.85;619
4413;106;Color;110;2365931;Comedy;Crime;Drama;Romance;;;;;1500000;1998;7.5;1.85;0
4414;445;Color;103;53991137;Fantasy;Horror;Mystery;Thriller;;;;;1500000;2010;6.8;2.35;60000
4415;131;Color;92;;Comedy;Crime;Sci-Fi;Thriller;;;;;1500000;1984;6.9;1.85;0
4416;94;Color;114;1221261;Crime;Drama;Thriller;;;;;;1500000;2000;7.9;1.85;0
4417;105;Color;101;2408553;Documentary;War;;;;;;;;2012;7.6;1.85;0
4418;75;Color;112;712294;Drama;;;;;;;;1500000;2005;6.7;1.66;608
4419;97;Color;104;3447339;Comedy;Romance;;;;;;;1500000;2013;5.8;1.78;0
4420;37;Color;99;418953;Crime;Drama;Thriller;;;;;;1500000;1993;6.5;1.85;853
4421;84; Black and White;98;406035;Drama;;;;;;;;1500000;2001;7.2;1.66;0
4422;88;Color;107;402820;Drama;Romance;;;;;;;;2007;6.9;2.35;415
4423;6;Color;93;;Action;Horror;Thriller;;;;;;1500000;2014;5.5;2.35;307
4424;127;Color;100;373967;Horror;Mystery;;;;;;;1500000;2001;6.5;2.35;0
4425;32;Color;80;194568;Comedy;Romance;;;;;;;1500000;2006;6.2;1.85;0
4426;8;Color;94;;Drama;Family;;;;;;;;2010;6.7;;0
4427;229;Color;93;;Comedy;Horror;;;;;;;1500000;2006;5.7;1.85;0
4428;120; Black and White;87;163245;Comedy;Drama;Family;;;;;;1500000;1936;8.6;1.37;0
4429;31;Color;91;119841;Drama;;;;;;;;1500000;2002;6.5;1.85;304
4430;100;Color;84;173066;Comedy;Fantasy;;;;;;;1500000;2007;6.3;1.85;0
4431;14;Color;90;92362;Comedy;Drama;;;;;;;1500000;2005;4.3;1.85;68
4432;14;Color;98;105943;Comedy;;;;;;;;1500000;2015;6.1;;212
4433;39;Color;108;;Drama;Music;Romance;;;;;;1500000;2005;6.0;1.85;216
4434;35;Color;124;183490;Drama;War;;;;;;;1700000;2010;5.8;;594
4435;178;Color;95;3478;Fantasy;Horror;;;;;;;1500000;2008;6.7;2.35;0
4436;46;Color;90;52166;Drama;;;;;;;;2000000;2008;6.7;2.35;371
4437;;Color;93;;Comedy;Drama;Romance;;;;;;1500000;2015;7.6;;132
4438;234;Color;101;1163508;Drama;Fantasy;Horror;Thriller;;;;;2500000;2012;5.1;2.35;15000
4439;166;Color;107;;Comedy;Horror;Mystery;;;;;;350000;2014;6.8;2.35;10000
4440;56;Color;20;;Documentary;;;;;;;;1500000;2005;6.8;1.85;0
4441;16;Color;87;;Drama;Fantasy;Romance;;;;;;1500000;2005;6.8;;193
4442;9;;98;;Comedy;Drama;;;;;;;1500000;2013;6.3;1.89;283
4443;18;Color;112;;Comedy;Drama;;;;;;;5000000;2014;7.1;2.35;0
4444;4;Color;82;;Sci-Fi;;;;;;;;1500000;2014;2.8;;236
4445;;Color;102;;Comedy;Drama;Family;;;;;;2000000;2015;8.2;1.85;232
4446;6;Color;97;;Action;Crime;Thriller;;;;;;1500000;2015;3.1;2.35;402
4447;387;Color;130;80033643;Action;Crime;Mystery;Thriller;;;;;60000000;2012;7.0;2.35;38000
4448;35;Color;101;;Drama;Horror;Mystery;Thriller;;;;;1500000;2015;3.3;;750
4449;27;Color;93;;Action;Horror;Thriller;;;;;;2000000;2015;3.6;;135
4450;145;Color;83;184925485;Animation;Family;Fantasy;Musical;;;;;2000000;1937;7.7;1.37;0
4451;78;Color;106;304124;Drama;;;;;;;;1400000;2004;6.7;1.85;57
4452;10;Color;113;;Western;;;;;;;;1455000;1968;5.5;2.35;209
4453;60;Color;94;36830;Adventure;Comedy;Horror;;;;;;1400000;2004;6.6;1.85;400
4454;9;Color;101;;Drama;;;;;;;;2000000;2016;4.8;2.35;724
4455;63;Color;99;;Horror;Thriller;;;;;;;3150000;2014;5.5;2.35;969
4456;92;Color;76;231186;Crime;Romance;Thriller;;;;;;;2014;6.3;1.33;389
4457;4;Color;91;;Horror;Thriller;;;;;;;1400000;2014;6.9;;223
4458;53;Color;105;;Adventure;Comedy;Family;;;;;;1377800;1966;6.5;1.85;0
4459;116;Color;120;3650677;Comedy;Crime;;;;;;;960000;1998;8.2;1.85;21000
4460;;Color;105;;Western;;;;;;;;1250000;1982;7.1;;32
4461;13;Color;120;;Action;Crime;Drama;Mystery;;;;;;;7.3;4.0;533
4462;98;Color;105;1647780;Drama;;;;;;;;1300000;1998;8.1;1.33;5000
4463;43;Color;95;695229;Comedy;Drama;;;;;;;1300000;1996;7.2;1.85;872
4464;15;Color;135;638951;Drama;;;;;;;;1592000;2006;7.4;1.85;100
4465;14;Color;105;609042;Drama;;;;;;;;1300000;1999;6.5;1.85;117
4466;56;Color;83;1521;Comedy;Horror;;;;;;;1500000;2012;5.7;;932
4467;79;Color;111;32940507;Action;Crime;Drama;Thriller;;;;;60000000;1998;6.1;2.35;0
4468;8;Color;60;;Drama;Sci-Fi;;;;;;;5000000;;7.7;1.33;963
4469;16;Color;135;;Action;Biography;Drama;History;;;;;1400000;2014;8.7;2.35;0
4470;18;Color;88;;Action;Sci-Fi;;;;;;;1750000;1985;4.3;1.85;220
4471;35; Black and White;87;19539;Comedy;;;;;;;;1000000;2003;6.2;1.85;3000
4472;5;Color;97;100358;Comedy;Musical;Romance;;;;;;1500000;2005;3.3;2.35;66
4473;16;Color;82;;Comedy;;;;;;;;1300000;2010;2.7;1.85;0
4474;24;Color;103;;Horror;Romance;Thriller;;;;;;1300000;2009;5.2;2.35;969
4475;144; Black and White;130;;Drama;Film-Noir;Mystery;Thriller;;;;;1288000;1940;8.2;1.37;0
4476;242;Color;87;19100000;Horror;Mystery;Thriller;;;;;;1250000;1981;6.1;1.85;0
4477;97; Black and White;101;;Drama;Film-Noir;;;;;;;1250000;1945;8.0;1.37;0
4478;77;Color;96;;Horror;Sci-Fi;;;;;;;1250000;1984;5.5;1.85;0
4479;16;Color;80;2833383;Drama;Music;;;;;;;427000;2012;5.7;2.35;0
4480;7;Color;87;;Animation;;;;;;;;15000000;2011;3.7;1.78;381
4481;74;Color;92;;Crime;Film-Noir;Thriller;;;;;;1250000;1953;7.1;1.37;1000
4482;74; Black and White;118;;Drama;Family;;;;;;;1250000;1941;7.8;1.37;0
4483;19;Color;27;;Drama;;;;;;;;;;7.3;;632
4484;46;Color;123;;Comedy;Romance;Thriller;;;;;;1420000;2014;4.1;2.35;447
4485;58;Color;100;24741700;Drama;;;;;;;;1200000;1989;7.2;1.85;2000
4486;287;Color;103;55153403;Horror;Mystery;Thriller;;;;;;1200000;2004;7.7;1.85;0
4487;100;Color;100;18488314;Comedy;Crime;Mystery;;;;;;1200000;2001;7.1;1.85;0
4488;5;Color;99;;Action;Romance;Thriller;;;;;;1300000;2014;7.6;1.85;221
4489;50;Color;89;11278;Comedy;Drama;;;;;;;1300000;2013;7.0;;407
4490;276;Color;104;79363785;Drama;Sci-Fi;Thriller;;;;;;80000000;2008;5.5;2.35;0
4491;137;Color;114;13876974;Comedy;Drama;Romance;;;;;;7000000;2001;7.4;1.85;0
4492;122;Color;111;9180275;Drama;;;;;;;;1200000;2000;7.7;1.85;756
4493;73;Color;99;;Comedy;Mystery;Romance;;;;;;1200000;1955;7.2;1.5;0
4494;202;Color;110;22494487;Crime;Drama;Mystery;Thriller;;;;;27000000;2006;7.8;2.35;10000
4495;99;Color;85;2199853;Comedy;Drama;;;;;;;1200000;1999;6.6;1.85;0
4496;10;Color;113;2859955;Drama;Sport;;;;;;;1200000;2013;6.0;2.35;0
4497;173;Color;99;2812029;Crime;Drama;Thriller;;;;;;1200000;1992;8.4;2.35;19000
4498;7; Black and White;83;;Drama;Family;Fantasy;;;;;;;1940;6.5;1.37;548
4499;181;Color;142;6100000;Western;;;;;;;;1200000;1966;8.9;2.35;20000
4500;111;Color;112;375723;Comedy;Drama;;;;;;;4000000;2015;7.9;2.35;0
4501;38;Color;108;594904;Comedy;Drama;;;;;;;1200000;2012;6.0;1.85;0
4502;12;Color;88;58936;Comedy;Music;;;;;;;1200000;2001;6.1;1.78;27
4503;23;Color;97;24784;Documentary;;;;;;;;1200000;2011;7.4;;5000
4504;17;Color;85;7826;Comedy;Documentary;;;;;;;1200000;2007;6.2;;87
4505;9;Color;103;;Drama;;;;;;;;1500000;2011;5.6;1.78;754
4506;1;Color;110;3830;Comedy;Drama;;;;;;;1200000;2013;7.2;;75
4507;51;Color;88;;Adventure;Comedy;Drama;;;;;;;2003;6.1;1.85;480
4508;14;Color;76;;Comedy;;;;;;;;;2008;3.8;1.85;636
4509;24; Black and White;100;;Action;Adventure;Romance;War;;;;;1200000;1936;7.1;1.37;204
4510;18;Color;99;;Thriller;;;;;;;;1200000;2011;4.5;;161
4511;22;Color;84;;Action;Horror;Mystery;Thriller;;;;;1200000;2012;3.8;;238
4512;9;Color;91;2850263;Adventure;Comedy;Sport;;;;;;2600000;1993;6.2;1.85;0
4513;30;Color;97;;Action;Comedy;;;;;;;1200000;1970;6.6;1.85;477
4514;9;Color;84;;Horror;;;;;;;;1200000;2015;4.6;;479
4515;7;Color;100;;Horror;;;;;;;;1200000;2015;4.2;;242
4516;91;Color;94;16101109;Comedy;;;;;;;;3000000;2005;6.8;1.85;0
4517;99; Black and White;90;6013;Crime;Drama;Thriller;;;;;;695393;2004;7.7;1.85;0
4518;2;Color;;;Drama;Horror;Thriller;;;;;;;;7.1;2.0;954
4519;57;Color;92;1400000;Action;Drama;Horror;Thriller;;;;;1100000;1987;5.9;1.85;241
4520;12;Color;105;247740;Documentary;Drama;;;;;;;;2002;4.7;1.33;51
4521;58; Black and White;73;39659;Comedy;Horror;Musical;;;;;;1600000;2002;7.0;1.85;131
4522;5;Color;116;;Drama;;;;;;;;10000000;2006;6.9;1.85;0
4523;97;Color;110;56129;Sci-Fi;Thriller;;;;;;;1100000;2010;6.1;2.35;0
4524;481;Color;102;4105123;Action;Crime;Thriller;;;;;;1100000;2011;7.6;1.85;51000
4525;17;Color;89;;Action;Horror;Sci-Fi;;;;;;1100000;2010;3.0;1.85;444
4526;9;Color;76;;Horror;;;;;;;;1100000;2013;2.6;2.35;200
4527;242;Color;82;;Drama;Romance;War;;;;;;950000;1942;8.6;1.37;23000
4528;95;Color;89;;Drama;Horror;Mystery;Thriller;;;;;1400000;2008;6.1;1.85;0
4529;14;Color;150;;Comedy;Drama;;;;;;;;2009;7.5;;773
4530;87;Color;89;;Drama;Sci-Fi;;;;;;;1000000;1972;6.7;1.85;0
4531;141;Color;145;117235247;Drama;Sport;;;;;;;960000;1976;8.1;1.33;0
4532;16;Color;91;;Drama;;;;;;;;1100000;2014;4.9;2.35;234
4533;212;Color;89;21378000;Fantasy;Horror;;;;;;;1000000;1980;6.8;2.35;7000
4534;30;Color;121;;Adventure;Comedy;History;;;;;;1000000;1963;6.8;1.37;328
4535;270;Color;83;31537320;Horror;Mystery;Thriller;;;;;;1000000;2014;5.7;1.85;13000
4536;211;Color;110;;Crime;Drama;;;;;;;1300000;1976;8.3;1.85;35000
4537;161;Color;91;17986000;Horror;;;;;;;;1000000;1981;6.6;1.85;0
4538;184;Color;110;16067035;Action;Adventure;Thriller;;;;;;1100000;1962;7.3;1.37;5000
4539;270;Color;86;18112929;Horror;Mystery;Sci-Fi;Thriller;;;;;1000000;2012;5.0;1.85;24000
4540;203;Color;86;14564027;Fantasy;Horror;;;;;;;1000000;1987;7.0;1.85;0
4541;29;Color;120;20773070;Drama;;;;;;;;5000000;2016;3.4;2.35;0
4542;137;Color;90;10042266;Drama;Horror;Mystery;Thriller;;;;;1000000;2005;5.9;2.35;816
4543;107;Color;99;10037390;Action;Adventure;Drama;Sci-Fi;Thriller;;;;1000000000;1999;6.0;2.35;339
4544;377;Color;112;9701559;Drama;Romance;;;;;;;3500000;2010;7.4;1.66;25000
4545;169;Color;103;9013113;Adventure;Comedy;Drama;;;;;;1000000;2005;7.4;1.85;0
4546;225;Color;83;53245055;Horror;;;;;;;;1000000;2012;4.2;1.85;12000
4547;101;Color;109;9000000;Comedy;Drama;Music;;;;;;900000;1970;6.2;2.35;0
4548;39; Black and White;89;;Drama;Romance;Western;;;;;;1000000;1956;6.2;2.35;365
4549;372;Color;96;23808111;Documentary;;;;;;;;;2006;7.5;1.85;0
4550;40; Black and White;109;;Action;Drama;Romance;War;;;;;1000000;1949;7.2;1.37;624
4551;129;Color;122;5355376;Biography;Documentary;Music;;;;;;;2008;7.2;1.85;0
4552;285;Color;100;7186670;Adventure;Horror;;;;;;;6000000;2013;5.4;2.35;12000
4553;29;Color;109;;Drama;Family;Romance;;;;;;1100000;2015;7.0;1.85;75
4554;337;Color;95;5997134;Biography;Comedy;Drama;Romance;;;;;1000000;2012;7.2;1.85;11000
4555;120;Color;94;4417124;Documentary;;;;;;;;;2008;7.9;1.78;37000
4556;40;Color;107;5355847;Drama;;;;;;;;;2011;6.8;;0
4557;38;Color;104;3386698;Comedy;Drama;Romance;;;;;;1000000;1998;6.7;1.85;392
4558;387;Color;96;143492840;Comedy;Drama;Romance;;;;;;7500000;2007;7.5;1.85;10000
4559;185;Color;93;5283379;Comedy;Drama;;;;;;;;2014;6.8;2.35;0
4560;348;Color;102;2981638;Drama;Mystery;Thriller;;;;;;;2011;6.9;2.35;0
4561;155;Color;84;3122616;Comedy;Drama;;;;;;;;2014;6.8;2.35;0
4562;181;Color;97;2508841;Crime;Drama;;;;;;;1000000;2008;7.2;1.85;0
4563;149;Color;91;4946250;Documentary;Music;;;;;;;1000000;2013;7.4;1.78;14000
4564;54;Color;84;1950218;Comedy;Drama;;;;;;;1000000;1997;5.6;1.85;387
4565;18;Color;86;1277257;Comedy;Drama;Romance;;;;;;1000000;1996;6.8;1.85;227
4566;122;Color;91;45857453;Comedy;Drama;Music;;;;;;3500000;1997;7.2;1.85;0
4567;87;Color;92;1677838;Documentary;;;;;;;;1000000;2006;7.7;1.75;0
4568;51;Color;94;1744858;Comedy;Drama;Romance;Sport;;;;;1000000;2000;7.0;2.35;671
4569;260;Color;92;;Comedy;Fantasy;Mystery;;;;;;1000000;2002;7.2;1.85;0
4570;218;Color;103;80021740;Adventure;Comedy;Family;Fantasy;Horror;;;;58000000;2015;6.4;2.35;35000
4571;16;Color;100;982214;Drama;;;;;;;;1000000;1998;7.2;1.85;603
4572;12;Color;119;798341;Crime;Drama;Mystery;;;;;;1000000;2001;7.2;1.85;100
4573;1; Black and White;167;610991;Drama;Romance;;;;;;;1000000;2000;6.2;2.35;92
4574;48;Color;92;;Comedy;;;;;;;;11000000;1981;6.9;2.35;0
4575;59;Color;92;582024;Comedy;Sci-Fi;;;;;;;1000000;1997;6.2;1.85;0
4576;88;Color;108;548712;Drama;Romance;;;;;;;2500000;2003;6.9;2.35;571
4577;28;Color;97;464655;Comedy;Drama;;;;;;;1000000;1997;7.0;1.85;166
4578;44;Color;88;464126;Drama;;;;;;;;1000000;2002;6.7;1.85;115
4579;13;Color;100;428535;Comedy;Romance;;;;;;;1000000;2000;3.6;;24
4580;117;Color;100;750100;Drama;;;;;;;;;2013;6.3;1.85;0
4581;100;Color;124;621240;Crime;Drama;;;;;;;;2009;7.4;1.85;0
4582;117;Color;88;104077;Comedy;Drama;Fantasy;Romance;;;;;1000000;2006;7.4;1.78;11000
4583;140;Color;106;334658;Drama;Romance;Sci-Fi;;;;;;;2014;7.3;2.39;32000
4584;29;Color;79;279282;Comedy;Drama;Romance;;;;;;1000000;2003;6.1;1.85;150
4585;308;Color;135;43982842;Drama;Fantasy;Thriller;;;;;;65000000;2009;6.7;2.35;16000
4586;248;Color;96;484221;Biography;Crime;Documentary;History;;;;;1000000;2012;8.2;1.85;20000
4587;84;Color;53;274661;Crime;Documentary;War;;;;;;1000000;2007;7.7;1.85;0
4588;40;Color;97;144431;Documentary;Sport;;;;;;;1000000;2006;7.3;1.85;587
4589;;Color;120;227241;Drama;;;;;;;;;2004;7.4;;32
4590;13;Color;90;112521;Comedy;Drama;;;;;;;;2000;5.7;;25
4591;31;Color;91;287761;Adventure;Biography;Documentary;Drama;;;;;1000000;2013;7.6;1.85;0
4592;43;Color;93;100240;Documentary;;;;;;;;1000000;2014;6.8;;0
4593;2;Color;112;96734;Action;Drama;;;;;;;1000000;2012;5.6;1.85;706
4594;4;Color;160;49000;Thriller;;;;;;;;1500000;2005;4.8;;31
4595;238;Color;95;100659;Horror;;;;;;;;900000;2009;6.4;1.85;0
4596;112;Color;93;48430;Comedy;Crime;Thriller;;;;;;500000;2010;6.8;1.85;0
4597;33;Color;88;21210;Comedy;Crime;;;;;;;1000000;1998;6.1;1.85;157
4598;8;Color;105;;Crime;Drama;Romance;;;;;;1000000;1999;5.2;;27
4599;95;Color;98;22434;Comedy;Drama;;;;;;;;1996;6.9;1.85;43
4600;29;Color;82;12996;Action;Comedy;Fantasy;Sci-Fi;;;;;1000000;2000;6.0;1.85;210
4601;3;Color;89;;Comedy;Romance;;;;;;;1000000;2009;6.3;1.78;143
4602;71; Black and White;78;10018;Crime;Drama;Thriller;;;;;;1000000;2006;6.1;1.85;244
4603;36;Color;97;62480;Drama;Sci-Fi;;;;;;;1000000;2015;5.5;2.39;793
4604;56;Color;81;6387;Comedy;Drama;Sci-Fi;;;;;;1000000;2006;6.9;1.85;0
4605;8;Color;90;5494;Comedy;Drama;;;;;;;;1997;5.6;;17
4606;3;Color;97;;Action;Adventure;Comedy;Fantasy;Sci-Fi;;;;1000000;2005;1.9;1.78;128
4607;8;Color;88;721;Action;Drama;;;;;;;1000000;2006;4.1;1.85;42
4608;9;Color;96;703;Comedy;Drama;;;;;;;1500000;2001;5.4;1.85;47
4609;87;Color;105;;Crime;Drama;Romance;;;;;;1000000;2013;6.8;1.85;0
4610;6;Color;;;Comedy;Family;;;;;;;1000000;2015;7.0;;259
4611;14;Color;76;;Drama;Romance;;;;;;;1000000;2006;6.7;1.85;501
4612;20;Color;96;;Comedy;Drama;;;;;;;1000000;2014;5.8;1.78;903
4613;23;Color;99;;Crime;Drama;Thriller;;;;;;1000000;2006;6.2;;138
4614;6;Color;90;;Comedy;;;;;;;;1000000;2009;2.8;16.0;297
4615;12; Black and White;94;;Drama;;;;;;;;;1965;7.3;1.37;32
4616;2;Color;87;;Drama;;;;;;;;1000000;2004;5.8;;141
4617;12;Color;93;;Drama;;;;;;;;;2008;6.5;1.85;599
4618;;Color;90;;Drama;;;;;;;;1000000;2008;6.1;;3
4619;64;Color;89;;Comedy;Horror;Sci-Fi;;;;;;500000;2009;5.1;1.85;0
4620;7;Color;83;;Horror;;;;;;;;1000000;2012;2.2;1.78;150
4621;9;Color;96;;Drama;Romance;;;;;;;;2014;7.2;2.35;68
4622;21;Color;90;;Comedy;Drama;Romance;;;;;;1000000;2011;5.7;1.66;370
4623;;Color;138;;Comedy;Music;;;;;;;1000000;2009;3.4;;41
4624;1;Color;84;;Western;;;;;;;;1000000;2014;3.8;1.78;54
4625;95;Color;83;;Horror;Thriller;;;;;;;;2012;4.7;1.85;0
4626;40;Color;96;;Horror;Mystery;;;;;;;1000000;2012;5.6;2.35;968
4627;6;Color;94;;Drama;Thriller;;;;;;;1000000;2006;3.9;;91
4628;16;Color;90;;Drama;Musical;Sci-Fi;;;;;;1000000;2014;5.4;;48
4629;39;Color;95;;Horror;;;;;;;;1000000;2015;5.2;2.35;936
4630;150;Color;93;;Action;Comedy;Horror;;;;;;1000000;2013;3.5;2.35;0
4631;1;;111;;Drama;;;;;;;;1000000;2014;5.3;;212
4632;393;Color;101;2319187;Crime;Drama;Mystery;Thriller;;;;;20000000;2013;7.0;2.35;23000
4633;32;Color;103;;Drama;Romance;Sci-Fi;;;;;;;1968;7.1;2.35;785
4634;78;Color;87;;Horror;Thriller;;;;;;;950000;2013;5.5;;2000
4635;;Color;30;;Comedy;;;;;;;;;;5.9;;57
4636;8;Color;100;;Drama;;;;;;;;950000;2014;6.0;;884
4637;6;Color;90;;Comedy;Romance;;;;;;;989000;2007;4.8;;42
4638;9;Color;83;;Documentary;News;;;;;;;913000;2014;7.1;;489
4639;134; Black and White;108;9600000;Crime;Drama;Romance;;;;;;910000;1954;8.2;1.85;0
4640;18;Color;100;20186;Comedy;;;;;;;;930000;2011;5.7;2.35;995
4641;233;Color;113;1185783;Drama;;;;;;;;590000;2007;7.9;1.85;14000
4642;10;Color;97;;Horror;;;;;;;;3000000;2015;7.3;;52
4643;231;Color;104;1007962;Crime;Drama;Thriller;;;;;;950000;2005;7.1;2.35;12000
4644;65;Color;91;381186;Drama;Thriller;;;;;;;900000;2005;6.4;2.35;698
4645;76;Color;107;439958;Drama;;;;;;;;;2011;5.9;2.35;0
4646;327;Color;85;16097842;Biography;Drama;Romance;;;;;;900000;2013;7.5;1.85;17000
